title,name,way,layout,size,zone,position,location,money,subway
长阳邑上公馆2室1厅,邑上公馆,整租,2室1厅,82㎡,房山,长阳,朝南北,4300,广阳城站
东恒时代3期 2室 东南 105.02平,东恒时代三期,整租,2室2厅,105㎡,朝阳,四惠,朝东南,13500,四惠站
回龙观霍营 龙跃苑四区 朝南主卧独卫出租 随时看房入住,龙跃苑四区,合租主卧,3户合租,25㎡,昌平,回龙观,朝南,3325,无
六里桥盛今佳园复试两居室全齐配置出租随时看房,太平桥西里,整租,2室1厅,80㎡,丰台,太平桥,朝南,6000,六里桥东站
出租 中海御鑫阁 1室 西 精装修,中海御鑫阁,整租,1室1厅,40㎡,丰台,科技园区,朝西,4300,郭公庄站
地铁1号线传媒大学地铁口 定福庄西街南北两居 精装修集中供暖,定福庄西街小区,整租,2室1厅,62㎡,朝阳,定福庄,朝南北,5200,传媒大学站
4号线西红门地铁口兴海家园日苑三家合租朝南主卧随时入住可月付,兴海家园日苑,合租主卧,2户合租,22㎡,大兴,西红门,朝南,2200,西红门站
相寓 方庄·GOGO新世代·低楼层·1居室,GOGO新世代,整租,1室1厅,26㎡,丰台,方庄,朝东,4200,蒲黄榆站
3秒接您电话,急租4居,空房,保养好,每天可看,远洋万和公馆,整租,4室2厅,290㎡,朝阳,望京,朝南北,58000,望京东站
炫特区 2室 南北通透 94平 7500元,炫特区,整租,2室1厅,94㎡,朝阳,十里堡,朝南北,7500,十里堡站
舒适,温馨,大气,现代于一身的房东房出租,可提包入住,誉天下,整租,5室2厅,384㎡,顺义,中央别墅区,朝南,33000,无
出租 北京GOLF公寓 4室 南北 豪华装修,北京GOLF公寓,整租,4室2厅,305㎡,朝阳,朝阳公园,朝南北,48000,枣营站
南北通透 首开琅樾洋房 4室2厅,首开琅樾洋房,整租,4室2厅,229㎡,朝阳,孙河,朝南北,28000,无
橡树湾五期,首次出租,钥匙房源,随时可看,随时起租,华润橡树湾,整租,3室2厅,156㎡,海淀,清河,朝南北,29000,无
南海家园七里 1室1卫1厅 49平简装修 3500元/月,南海家园七里,整租,1室1厅,49㎡,大兴,亦庄,朝西,3500,无
亮马桥地铁 三元桥 三源里 新源里 牛王庙 佳程广场附近两居,新源里东小区,整租,2室1厅,65㎡,朝阳,亮马桥,朝南,6800,无
燕山杏花西里2室1厅,家电齐去,拎包即住,小区免费停车!,杏花西里,整租,2室1厅,54㎡,房山,燕山,朝南,1500,无
出租 红山世家 1室 东向 简装修,红山世家,整租,1室1厅,66㎡,西城,广安门,朝东,7500,达官营站
窦店腾龙家园一区2室2厅,腾龙家园,整租,2室2厅,103㎡,房山,窦店,朝南北,2500,无
出租 嘉慧苑 2室 东向 简装修,嘉慧苑,整租,2室1厅,245㎡,海淀,紫竹桥,朝东,25000,万寿寺站
首租 紧邻CBD 国贸 双井 全新三居 尊享品质 高端轻奢风,富力城B区,整租,3室2厅,151㎡,朝阳,广渠门,朝南,18000,双井站
出租 紫金长安 3室 西南 简装修,紫金长安,整租,3室2厅,152㎡,海淀,五棵松,朝西南,24000,五棵松站
房山城关矿机西门2室1厅,矿机路小区,整租,2室1厅,59㎡,房山,房山城关,朝南北,2000,无
东恒时代三期 1室1卫1厅 60平 精装修,东恒时代三期,整租,1室1厅,60㎡,朝阳,四惠,朝南,7200,四惠站
优山美地 B区 独栋别墅 占地很大 南院儿 房况好 诚租,优山美地,整租,5室3厅,598㎡,顺义,中央别墅区,朝南,60000,无
长岛澜桥 4室 南北通透 371平 55000元,长岛澜桥,整租,4室2厅,371㎡,朝阳,来广营,朝南,55000,无
张自忠地铁 北新桥 交道口 北京中医院 华人一品精装独卫开间,华人一品,整租,1室0厅,18㎡,东城,东四,朝南,2800,张自忠路站
出租 新华联国际公寓 4室 南北向 精装修,新华联国际公寓,整租,4室2厅,274㎡,海淀,公主坟,朝南北,58000,公主坟站
双井天之骄子3室2厅,天之骄子,整租,3室2厅,144㎡,朝阳,双井,朝南北,16000,双井站
4居室 家具齐全 全房地暖 可随时起租,莱蒙湖别墅,整租,4室2厅,310㎡,顺义,中央别墅区,朝东,32000,无
良乡瑞雪春堂二里 两居室 精装修 诚意出租 看房方便 家电齐,瑞雪春堂,整租,2室1厅,89㎡,房山,良乡,朝南北,3400,良乡大学城西站
崇文门 广渠门 东花市北里中区3室1厅,东花市北里,整租,3室1厅,83㎡,东城,东花市,朝南北,10000,广渠门内站
出租 博雅园 2室 西 简装修,博雅园,整租,2室2厅,135㎡,朝阳,朝阳公园,朝西,18000,朝阳公园站
望京南湖东园一区1室1厅,看房随时,南湖东园一区,整租,1室1厅,61㎡,朝阳,望京,朝东,6200,望京站
出租 红山世家 2室 东西向 精装修,红山世家,整租,2室2厅,93㎡,西城,广安门,朝东西,24000,达官营站
成寿寺 新小区 恒悦城 精装修大两居室 随时看房 采光好,华芳园,整租,2室2厅,88㎡,丰台,方庄,朝南,6000,成寿寺站
名都园新出联排边户 户型格局明亮 标准 随时看房,名都园别墅,整租,4室3厅,201㎡,顺义,中央别墅区,朝南,15000,无
正南泰禾北京住宅4室3厅,泰禾北京院子住宅,整租,4室3厅,350㎡,朝阳,孙河,朝南,35000,无
白纸坊西街 右安门内 陶然亭地铁口附近精装合租 可,右安门内西街甲10号院,合租主卧,3户合租,20㎡,西城,右安门内,朝北,2400,景风门站
香山脚下 精装超大独栋别墅 小区高端圈层 可接待可公司,香山清琴,整租,6室3厅,624㎡,海淀,香山,朝东,200000,无
后沙峪独栋 全新装修 带电梯 五居室 家具齐全,优山美地别墅,整租,5室3厅,700㎡,顺义,中央别墅区,朝东,80000,无
通州1号线梨园地铁500米 三家合租正规次卧带空调能做饭,梨花园,合租主卧,3户合租,18㎡,通州,梨园,朝南北,1400,梨园站
东恒时代3期 1室 朝东 70平,东恒时代三期,整租,1室1厅,70㎡,朝阳,四惠,朝东,7800,四惠站
相寓 苏州桥·远中悦莱国际酒店公寓·中楼层·2居室,远中悦莱,整租,2室1厅,126㎡,海淀,中关村,朝南,17500,苏州街站
河滩城子 新房九龙东苑 大3居 精装修 家具电器齐全,九龙东苑,整租,3室1厅,105㎡,门头沟,城子,朝南北,3200,无
贵园南里丙区 2居室60平精装修 4300元 方便看房,贵园南里丙区,整租,2室1厅,60㎡,大兴,亦庄,朝南北,6000,亦庄桥站
装修清新,香江花园,关键是房南北人也很好,你还在犹豫什么亲,香江花园住宅,整租,5室3厅,313㎡,朝阳,来广营,朝南北,75000,无
通州7号线万盛东环球影城附近 2层两居室南北通透随时看可月付,中泽家园,整租,2室1厅,95㎡,通州,九棵树,朝南北,3000,无
VR真房源中粮祥云南区 南北两居 带电梯 采光好 可配齐,中粮祥云国际生活区住宅,整租,2室2厅,116㎡,顺义,后沙峪,朝南北,11500,无
菜户营·鸭子桥路·低楼层·3居室,鸭子桥路,整租,3室1厅,69㎡,西城,菜户营,朝南北,7150,菜户营站
大悦城 国美城 5室 南北 精装修,国美第一城,整租,5室3厅,297㎡,朝阳,朝青,朝南北,13000,无
张自忠路地铁 华人一品 交道口 南锣鼓巷 美术馆 附近 开间,华人一品,整租,1室0厅,15㎡,东城,东四,朝南,2900,张自忠路站
惠新北里 3室1卫1厅 98.6平精装修 2000元/月,惠新北里,合租次卧,3户合租,12㎡,朝阳,惠新西街,朝南,2000,惠新西街北口站
相寓 杨庄·杨庄北区·高楼层·2居室,杨庄北区,整租,2室1厅,72㎡,石景山,杨庄,朝南北,6000,杨庄站
贵园南里丙区 2居室60平精装修 4300元 方便看房,贵园南里丙区,整租,2室1厅,60㎡,大兴,亦庄,朝南北,6000,亦庄桥站
窦店腾龙家园一区3室2厅,腾龙家园,整租,3室2厅,138㎡,房山,窦店,朝南北,2700,无
相寓 安贞·安贞西里二区·低楼层·2居室,安贞西里,整租,2室1厅,52㎡,朝阳,安贞,朝南北,7350,北土城站
龙湾别墅豪华装修5室环境优美家具家电齐全采光有钥匙,龙湾别墅,整租,5室3厅,379㎡,顺义,中央别墅区,朝南,30000,无
窦店山水华府2室1厅,汇豪山水华府,整租,2室1厅,89㎡,房山,窦店,朝南北,2300,无
芭蕾雨 3室1卫1厅 91平精装修 5000元/月,芭蕾雨,整租,3室1厅,91㎡,房山,长阳,朝南,5000,篱笆房站
近13号线 华龙苑中里 2室 南北通透 56平 4700元,华龙苑中里,整租,2室1厅,56㎡,昌平,霍营,朝南北,4700,回龙观东大街站
房山城关九洲家园A区2室1厅,九洲兴达家园,整租,2室1厅,94㎡,房山,房山城关,朝南北,2000,无
窦店世界名园B区2室1厅,房山世界名园,整租,2室1厅,84㎡,房山,窦店,朝东西,1800,无
良乡瑞雪春堂二里1室1厅,瑞雪春堂,整租,1室1厅,71㎡,房山,良乡,朝南,3000,良乡大学城西站
王 府花 园边户联排 精装修 业主诚心出租此房 看房方便,王府花园别墅,整租,3室3厅,183㎡,昌平,北七家,朝东,12000,无
出租 翠成馨园 2室 南 精装修,翠成馨园,整租,2室1厅,71㎡,朝阳,垡头,朝南,5200,垡头站
温哥华森林 5室3卫2厅 233平精装修 20000元/月,温哥华森林,整租,5室2厅,233㎡,昌平,北七家,朝东,20000,无
亦庄橡树湾 3室2卫2厅 精装修 主卧出租 1880元/月,亦庄橡树湾,合租主卧,3户合租,18㎡,通州,马驹桥,朝南,1880,无
棕榈泉国际公寓 顶层大复式 景观四居 泛海世家霄云路公园大道,棕榈泉国际公寓,整租,4室3厅,320㎡,朝阳,朝阳公园,朝南,80000,朝阳公园站
临河里·方恒东景·低楼层·2居室,方恒东景,整租,2室1厅,84㎡,通州,临河里,朝南,4050,土桥站
六号线常营 2室1卫1厅 70平精装修 5500元/月,住欣家园,整租,2室1厅,70㎡,朝阳,管庄,朝东,5500,草房站
北七家·望都家园·高楼层·1居室,望都家园,整租,1室1厅,54㎡,昌平,北七家,朝南北,3550,无
地铁6号线物资站 新建村二期正规次卧 三家合住包物业取暖,通州新建村,合租次卧,3户合租,12㎡,通州,北关,朝南,1699,无
吉利家园 3室1卫1厅 122平精装修 3200元/月,吉利家园,合租主卧,4户合租,20㎡,朝阳,芍药居,朝南,3200,芍药居站
丽泽中心 华为总部 汇亚大厦隔壁 天阅公馆精装大户型 可谈,首创天阅公馆,整租,1室1厅,119㎡,丰台,丽泽桥,朝南,16000,丽泽商务区站
出租 世纪城晴波园 3室 南北向 精装修,世纪城晴波园,整租,3室2厅,155㎡,海淀,世纪城,朝南北,22000,火器营站
六号线 物资站 精装主卧 朝南户型 近地铁 可月付,通州新建村,合租主卧,2户合租,17㎡,通州,北关,朝南,1899,无
出租 紫金长安 2室 东西向 简装修,紫金长安,整租,2室1厅,117㎡,海淀,五棵松,朝东西,13500,五棵松站
(整租房源、全南向一居)看房提前和我约 实际看房比照片效果好,首城国际,整租,1室1厅,55㎡,朝阳,双井,朝南,7800,双井站
出租 紫芳园三区 2室 南 精装修,紫芳园三区,整租,2室2厅,104㎡,丰台,方庄,朝南,11000,方庄站
出租 富力城B区 3室 南北 精装修,富力城B区,整租,3室2厅,120㎡,朝阳,广渠门,朝南北,14800,双井站
有钥匙 业主委托三面采光 上跃万柳书院老业 四居室4卫,万柳书院,整租,4室2厅,430㎡,海淀,万柳,朝南北,138000,巴沟站
三环里,缘溪堂,高层观湖,观玉渊潭公园,客厅有观景阳台,缘溪堂,整租,3室2厅,325㎡,海淀,军博,朝南北,65000,公主坟站
六里桥风荷曲苑精装三居 明厨明卫 拎包入住随时看房,风荷曲苑,整租,3室2厅,160㎡,丰台,六里桥,朝南北,16000,六里桥站
万柳书院(园区中心位置 带车位)配置很好 有密码随时看房,万柳书院,整租,3室2厅,304㎡,海淀,万柳,朝南北,80000,巴沟站
出租 中信锦园 2室 东西 简装修,中信锦园,整租,2室2厅,97㎡,西城,陶然亭,朝东西,15500,陶然亭站
出租 中信锦园 2室 东 简装修,中信锦园,整租,2室2厅,81㎡,西城,陶然亭,朝东,13500,陶然亭站
誉天下四期 4室 东南 400平 32000元 家具家电齐全,誉天下盛寓,整租,4室2厅,400㎡,顺义,中央别墅区,朝东南,31000,无
出租 中信禧园 3室 南北 简装修,中信禧园,整租,3室2厅,146㎡,西城,陶然亭,朝南北,25000,菜市口站
实图实价 新怡家园 降价出租 全明户型 采光好 景观 好,新怡家园,整租,3室2厅,163㎡,东城,崇文门,朝南北,20000,崇文门站
看房随时 有钥匙 大面积5居 干净整洁 可长租 +2车库,万柳书院,整租,5室3厅,467㎡,海淀,万柳,朝南北,110000,巴沟站
空房,南向面宽13米7,采光好,矮板洋房,间距大,三卧客厅南,中海·望京府,整租,4室2厅,138㎡,朝阳,来广营,朝南,20000,马泉营站
观唐花园公寓 7室 南北通透 480.6平 200000元,观唐花园公寓,整租,7室4厅,480㎡,朝阳,来广营,朝南北,200000,马泉营站
出租 苹果社区 3室 西南 精装修,苹果社区,整租,3室2厅,124㎡,朝阳,双井,朝西南,15000,九龙山站
老业主的房子 工体北门永利国际 西南360度采光 视野好,永利国际中心,整租,4室2厅,380㎡,朝阳,东直门,朝南北,50000,东四十条站
西三环 莲宝路 永翌公馆底商 起照 正规底商 (可以麻将室),永翌公馆,整租,1室1厅,200㎡,丰台,六里桥,朝南,25000,六里桥站
下楼地铁站 万柳新小区 全新智能家居 有车位 可长租,万柳书院,整租,3室2厅,218㎡,海淀,万柳,朝南北,65000,巴沟站
出租 世纪城观山园 3室 南向 精装修,世纪城观山园,整租,3室2厅,165㎡,海淀,世纪城,朝南,24000,火器营站
联排边户型,独立电梯,青砖立瓦,定制匾额,套房设计,三面采光,泰禾北京院子,整租,5室4厅,316㎡,朝阳,孙河,朝东,52000,无
西四环 四季青 郦城 四居室 云楼别墅 独门独户,郦城,整租,4室1厅,307㎡,海淀,四季青,朝南北,50000,无
VIP 装修很好 家具已换 性价比 有车位 长租,万泉新新家园,整租,3室2厅,172㎡,海淀,万柳,朝南北,30000,巴沟站
林肯公园平层+四居+两梯两户+奢华配置+领包住+不临街,林肯公园C区公寓,整租,4室2厅,227㎡,大兴,亦庄,朝南北,28000,亦庄文化园站
新出万柳万柳书院科技装修 采光好5居看房随时+车位,万柳书院,整租,5室2厅,330㎡,海淀,万柳,朝南北,100000,巴沟站
双明卫!只此一套!时雨园,全南朝向,可长租,方便看,位置安静,世纪城时雨园,整租,3室2厅,165㎡,海淀,世纪城,朝西南,17700,火器营站
东三环一一摩码大厦195平米 精装商务间 优惠出租,摩码大厦,整租,1室0厅,195㎡,朝阳,团结湖,朝南,25000,金台路站
甄选房源 实图实拍实价 配套齐全 随时看房入住,新怡家园,整租,2室2厅,135㎡,东城,崇文门,朝南北,18900,崇文门站
有钥匙 看房随时 干净整洁 大平层一梯一户,万城华府尚园,整租,4室3厅,297㎡,海淀,万柳,朝南北,80000,火器营站
套房设计,前后观景,安静不临街,地暖房,中西双厨,装修保持好,龙湖双珑原著,整租,3室2厅,208㎡,朝阳,孙河,朝南北,26000,无
实拍五道口北京大学清蕐大学 蓝旗营 2室 精装修 98平,蓝旗营小区,整租,2室1厅,99㎡,海淀,五道口,朝南,17000,北京大学东门站
8号线 育新站 育新花园 出租次卧2300,育新花园,合租次卧,2户合租,19㎡,海淀,西三旗,朝东,2300,育新站
龙门新区4区两室一厅 装修好家具家电全 环境好停车方便,龙门新区,整租,2室1厅,65㎡,门头沟,东辛房,朝南北,2800,无
出租 和乔丽致 1室 北向 精装修,和乔丽致,整租,1室2厅,61㎡,朝阳,大望路,朝北,12500,大望路站
新出丽斯独栋,临会所绿地公园,全地暖,家私齐全,丽斯花园,整租,5室3厅,508㎡,顺义,中央别墅区,朝南,55000,无
高定,只此一套大挑空户型,品质高奢装修,细节满满,使馆壹号院,整租,4室2厅,270㎡,东城,东直门,朝南北,100000,东直门站
新出 高层观景 观景园林 有车位 安静位置邻地铁,国风上观,整租,3室2厅,176㎡,朝阳,望京,朝南北,15000,望京南站
海淀区 板楼社区 出租 远洋风景 2室 东西 精装修,远洋风景,整租,2室1厅,72㎡,海淀,小西天,朝东西,9500,西直门站
万国城楼《王户型 南北通透 恒湿恒温 私家电梯 看房方便,万国城Moma,整租,4室2厅,304㎡,东城,东直门,朝南北,40000,东直门站
五道口华清嘉园水清木华园大二居室看房有鈅匙可以长租临地铁,华清嘉园,整租,2室1厅,80㎡,海淀,五道口,朝南,10000,五道口站
中东路121号院 3室1厅1卫 1500元月 精装修,中东路121号院,合租主卧,2户合租,17㎡,昌平,立水桥,朝南,1500,无
风荷曲苑 有车位 六里桥9号10线 和谐广场 家电全齐,风荷曲苑,整租,2室1厅,123㎡,丰台,六里桥,朝南北,11500,六里桥站
可组-6个月,有钥匙随时看,阿凯笛亚庄园,整租,5室3厅,372㎡,顺义,后沙峪,朝南,18000,无
果岭小镇南北通透户型方正首次出租看房方便,果岭小镇,整租,2室1厅,91㎡,昌平,昌平县城,朝南北,4500,昌平东关站
北京独栋别墅,5居室,全屋地暖,新风系统 ,随时看房,泰禾北京院子,整租,5室3厅,623㎡,朝阳,孙河,朝东,55000,无
合租·顺义城·幸福西区·4室·房间B,幸福西区,合租主卧,2户合租,15㎡,顺义,顺义城,朝南,1380,顺义站
6号线 紫运南里 朗芳园 清运北里 北运河西 物资 草房,紫运南里,合租单间,3户合租,25㎡,通州,武夷花园,朝南,1700,无
高档公寓 园林设计 精装修,龙湖唐宁ONE,整租,4室2厅,181㎡,海淀,五道口,朝东南,58000,五道口站
观湖国际 3室2卫2厅 175平精装修 28000元/月,观湖国际,整租,3室2厅,175㎡,朝阳,朝阳公园,朝南北,28000,无
西山国际城 复试一居室 精装修 临地铁 采光好 交通便利,西山国际城,整租,1室1厅,87㎡,海淀,田村,朝东,5000,廖公庄站
南海家园四里 2室1厅1卫 电梯房 南北通透 精装修,南海家园四里,整租,2室1厅,81㎡,大兴,亦庄,朝南北,4500,无
首租只给我司租 带车位 落地窗 私梯入户 恒湿恒温 南北通透,使馆壹号院,整租,4室2厅,255㎡,东城,东直门,朝南北,70000,东直门站
春荫园精装修小三居 世纪城金源购物中心 拎包入住 采光充足,春荫园,整租,3室2厅,138㎡,海淀,世纪城,朝南,15800,火器营站
超值优惠! 优山美地(B区) 7室,装修不错,有家具的!,优山美地,整租,7室4厅,567㎡,顺义,中央别墅区,朝南,60000,无
相寓 马家堡·明日嘉园·低楼层·1居室,明日嘉园,整租,1室1厅,39㎡,丰台,马家堡,朝北,4300,角门西站
6号线十里堡 青年路时尚万科音乐 晨光家园主卧带阳台三家,晨光家园,合租主卧,3户合租,20㎡,朝阳,十里堡,朝南,2900,十里堡站
方庄六号 正南1居 位置好 不临街看花园 有钥匙,方庄六号,整租,1室1厅,74㎡,丰台,方庄,朝南,6900,方庄站
国贸东二环嘉华世纪,156平三居,1.4万可谈,南北通透高层,嘉华世纪,整租,3室2厅,156㎡,朝阳,建国门,朝南北,14000,建国门站
金融街 丰融园 丰侨公寓精装140平大两居采光视野好 有钥匙,丰侨公寓,整租,2室2厅,140㎡,西城,金融街,朝东南,30000,灵境胡同站
出租 珠江帝景B区 3室 南 精装修,珠江帝景B区,整租,3室2厅,172㎡,朝阳,双井,朝南,20000,九龙山站
有钥匙!南区高层大一居室,简单齐全配置,稳定能长住,出行方便,远洋山水,整租,1室1厅,63㎡,石景山,鲁谷,朝西,5500,八宝山站
呼家楼 东大桥 朝阳医院 圣世一品 嘉铭中心向军北里二居,向军北里,整租,2室1厅,68㎡,朝阳,东大桥,朝南,7200,呼家楼站
光大水墨,主卧套书房,高层三面观景,视野开阔,宽敞客厅,有车,光大水墨风景,整租,3室2厅,162㎡,海淀,万柳,朝南北,35000,长春桥站
丽水莲花 1室1卫1厅 66.73平精装修 7600元/月,丽水莲花,整租,1室1厅,66㎡,西城,广安门,朝东,7600,湾子站
房东直租 六号线地铁口200米正规两居室出租 全明大户型,金隅丽景园,整租,2室1厅,70㎡,朝阳,常营,朝东南,5400,草房站
呼家楼东大桥团结湖京广中心财富中心 向军北里电梯精装独立开间,京水商务公寓,整租,1室0厅,47㎡,朝阳,东大桥,朝南,5190,呼家楼站
出租 蓝堡国际公寓 1室 北 精装修,蓝堡国际公寓,整租,1室1厅,66㎡,朝阳,大望路,朝北,16000,大望路站
后现代城 南向一居室 家具齐全拎包入住 采光好,后现代城,整租,1室1厅,61㎡,朝阳,百子湾,朝南,7000,大郊亭站
东城区 金宝街东单东二环,隆福寺四合院,整租,5室2厅,150㎡,东城,东四,朝南,45000,中国美术馆站
四合院 西城区护国寺 四合院 会所接待 四合院出租,护国寺,整租,8室3厅,320㎡,西城,新街口,朝南,150000,平安里站
东四地铁旁一居出租2000元,东四三条,整租,1室1厅,25㎡,东城,东四,朝南,2000,东四站
曙光里 2室 南向 84.43平 安静不临街,曙光里,整租,2室1厅,84㎡,朝阳,三元桥,朝东南,8600,三元桥站
金地欧式独栋 新装修从未住过 地暖新风带电梯 南花园南卧南客,金地中央世家,整租,6室4厅,760㎡,顺义,后沙峪,朝南,80000,无
138号线霍营站,业主豪装,公寓式装修,随时可看,龙跃苑东五区,合租主卧,2户合租,16㎡,昌平,回龙观,朝北,1800,霍营站
中海九号公馆三区 5室 南北通透 450平 80000元,中海九号公馆别墅,整租,5室4厅,450㎡,丰台,科技园区,朝南,80000,丰台科技园站
新街口积水潭西海公园临街多车位四合院会所接待出租 四合院,西海四合院,整租,3室3厅,260㎡,西城,德胜门,朝南北,80000,积水潭站
出租 中海·望京府 4室 南北 精装修,中海·望京府,整租,4室2厅,135㎡,朝阳,来广营,朝南,38000,马泉营站
亦庄橡树湾 4室2卫2厅 140平精装修 7300元/月,亦庄橡树湾,整租,4室2厅,140㎡,通州,马驹桥,朝南,7300,无
7月中旬入住干净精装大一居懿品阁林翠公寓澳林春天中科院北辰,懿品阁,整租,1室1厅,70㎡,朝阳,北沙滩,朝西,7500,北沙滩站
广渠路品质小区乐成国际,景观好楼层好,超低市场价,好房不等人,乐成国际,整租,3室2厅,137㎡,朝阳,双井,朝东南,18000,九龙山站
西单 金融街 四居 私家电梯 居家接待 看房随时,复地西绒线26号,整租,1室1厅,408㎡,西城,西单,朝南北,90000,西单站
六号线 褡裢坡 青创中心精装修一居室朝南采光好干净整洁,定福庄西街小区,整租,1室1厅,61㎡,朝阳,定福庄,朝南,4500,传媒大学站
丰侨公寓 2室2厅2卫 品质小区 经典实用,丰侨公寓,整租,2室2厅,136㎡,西城,金融街,朝东,25500,灵境胡同站
双井富力城南北四居室富力城 高层近CBD财富中心财富中心劲松,富力城A区,整租,4室2厅,175㎡,朝阳,广渠门,朝南北,25000,双井站
灯市口金宝街四合院独院出租 780平 北京四合院出租出售,景山前街四合院,整租,9室9厅,780㎡,东城,东四,朝南北,220000,中国美术馆站
真实照片 1号线梨园城铁 低楼层大两居 双南户型 家具全齐,葛布店东里,整租,2室1厅,85㎡,通州,梨园,朝南北,3600,梨园站
什刹海四合院独院出租 780平 北京四合院出租出售,什刹海四合院,整租,9室9厅,780㎡,西城,地安门,朝南北,220000,北海北站
金地朗悦一区(朗园) 居住舒适,干净整洁, 随时入住,金地朗悦,整租,3室1厅,89㎡,房山,良乡,朝南北,5000,良乡大学城北站
金泉时代广场 1室1卫1厅 25平精装修 2000元/月,金泉时代广场,整租,1室1厅,25㎡,朝阳,亚运村,朝南,2000,大屯路东站
出租龙门新区A区住宅 干净好房 鼎力推荐,龙门新区,整租,3室1厅,106㎡,门头沟,东辛房,朝南,3800,无
实图 房东直签全新两居 包物业取暖 15号双地,康营家园四期,合租主卧,2户合租,15㎡,朝阳,孙河,朝南,5200,无
绿色家园广华居 3室1卫1厅 122平精装修 2600元/月,朝来绿色家园广华居,合租主卧,3户合租,25㎡,朝阳,北苑,朝南,2600,北苑站
丽泽商务区 华为总部 丽泽soho 晋商 丽新怡园 精装两居,丽新怡园,整租,2室2厅,77㎡,丰台,丽泽桥,朝南北,5800,无
全南两居室 新社区 装修好 家具齐全 长租,首开国风尚樾,整租,2室2厅,94㎡,朝阳,望京,朝南,19500,望京站
十里堡新城市广场 八里庄莱锦创意园旁 东恒时代三期72平一居,东恒时代三期,整租,1室1厅,72㎡,朝阳,四惠,朝东,7300,四惠站
誉天下三期 5室 南北通透 384平 32000元,誉天下盛寓,整租,5室3厅,384㎡,顺义,中央别墅区,朝南北,32000,无
传媒大学 聚福苑 3室1卫1厅 89平精装修 2400元/月,聚福苑,合租次卧,3户合租,15㎡,朝阳,定福庄,朝南北,2400,传媒大学站
速度联系我!马冬梅!长阳诚信房源,信息(图片)真实,二居精装,首开熙悦山澜庭,整租,2室1厅,70㎡,房山,长阳,朝南,4300,长阳站
中海枫涟山庄 南北通透 3室 不临街 近软件园 百度 联想,中海枫涟山庄,整租,3室1厅,122㎡,海淀,西北旺,朝南北,12500,西北旺站
北京大学门 地铁4号线 中关园两居室 中间楼层 随时看房,中关园,整租,2室1厅,60㎡,海淀,中关村,朝南北,9200,北京大学东门站
保利中央公园新上精装两居室,房子保持的很好,保利中央公园,整租,2室1厅,107㎡,朝阳,望京,朝南北,14500,望京东站
团结湖北口 1室1卫1厅 55平精装修 5300元/月,团结湖北口,整租,1室1厅,55㎡,朝阳,团结湖,朝南,5300,团结湖站
东四/灯市口精装修两居室带7500元出租,史家胡同,整租,2室1厅,60㎡,东城,灯市口,朝南,7500,灯市口站
巩华白楼朝南一居出租,3600/月,看房方便,随时可以入住,巩华家园西二村,整租,1室1厅,55㎡,昌平,沙河,朝南,3600,沙河站
牛栏山康乐小区,干净清爽2室 ,看房方便,2000元价格便宜,康乐小区,整租,2室1厅,65㎡,顺义,顺义其它,朝南北,2000,无
丽泽商务 地铁十号线 前泥洼小区 婚房出租 一居室 随时入住,前泥洼,整租,1室1厅,47㎡,丰台,丽泽桥,朝东,4500,泥洼站
7号线 百子湾 竞园 百姓菜篮子 华北电力 精装次卧随时入住,广百西路16号院,合租主卧,2户合租,15㎡,朝阳,百子湾,朝北,2500,百子湾站
六里桥 永翌公馆 风荷曲苑 温馨朝南大两居出租,永翌公馆,整租,2室2厅,93㎡,丰台,六里桥,朝西南,8000,六里桥站
东四 簋街 精装会所接待四合院出租 门口2车位 全套家具,东四十二条,整租,5室1厅,330㎡,东城,东四,朝南,220000,东四十条站
金科帕提欧 电梯房 出租2100月 看房随时 集中供暖,金科帕提欧Ⅱ美遇,整租,1室1厅,53㎡,昌平,小汤山,朝西,2100,无
六号线 褡裢坡 青创中心精装修一居室朝南采光好干净整洁,定福庄西街小区,整租,1室1厅,61㎡,朝阳,定福庄,朝南,4500,传媒大学站
昌平线沙河地铁站 巩华家园 精装一居室 家具家电齐全拎包入住,巩华家园,整租,1室1厅,56㎡,昌平,沙河,朝南,4000,沙河站
必看好房源!世桥国贸公寓四居室出租 国贸双井富力城,世桥国贸公寓,整租,4室2厅,188㎡,朝阳,双井,朝南北,25000,双井站
团结湖北五条 妇产医院 六里屯 朝阳体育馆精装大次卧超值房源,团结湖北五条,合租次卧,3户合租,15㎡,朝阳,团结湖,朝南,1600,朝阳公园站
出租 万科天竺悦城 3室 南北 精装修,万科天竺悦城,整租,3室2厅,125㎡,顺义,天竺,朝南北,15000,无
银泰高层东一居室 方便看房 随时起租 目前空房 房况佳,北京银泰中心,整租,1室2厅,137㎡,朝阳,国贸,朝东,27000,国贸站
亦庄 大族 国锐金嵿220平4居室 空房 可办公 随时看房,国锐金嵿,整租,4室2厅,220㎡,大兴,亦庄,朝南北,18000,荣京东街站
出租 西山公馆 2室 南北向 精装修,西山公馆,整租,2室4厅,138㎡,海淀,上地,朝南北,12100,无
和谐雅园3居室交通方便中间楼层采光好拎包入住,和谐雅园,整租,3室2厅,117㎡,朝阳,双井,朝东西,12500,平乐园站
楼层位置好+家具齐全+采光观景好,人济山庄,整租,3室2厅,153㎡,海淀,紫竹桥,朝东南,26000,万寿寺站
